case_id,account_id,free_text_note,typology_label,created_at
CASE00518,ACC003557,Funds received from 3 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:42:32
CASE00519,ACC004628,Funds received from 4 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:40:05
CASE00520,ACC004066,"Customer made 9 transfers of NAD 86553 each, consistent with structuring.",structuring,2026-09-14 15:40:46
CASE00521,ACC000642,MFA challenged 12 times within 47 minutes from new device.,account_takeover,2026-09-14 15:42:30
CASE00522,ACC002570,"Multiple cash deposits just below the NAD 25,000 threshold over 8 days.",structuring,2026-09-14 15:40:33
CASE00523,ACC002801,Login from East Justin followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:40:37
CASE00524,ACC002527,Login from Ashleyshire followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:00
CASE00525,ACC000157,"Multiple cash deposits just below the NAD 10,000 threshold over 14 days.",structuring,2026-09-14 15:41:36
CASE00526,ACC000862,"Multiple cash deposits just below the NAD 25,000 threshold over 3 days.",structuring,2026-09-14 15:41:34
CASE00527,ACC003862,Account linked to 11 other accounts sharing device DEV004473.,mule_network,2026-09-14 15:46:03
CASE00528,ACC003591,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:43:10
CASE00529,ACC004816,"Multiple cash deposits just below the NAD 50,000 threshold over 13 days.",structuring,2026-09-14 15:41:35
CASE00530,ACC000227,"Customer made 12 transfers of NAD 13502 each, consistent with structuring.",structuring,2026-09-14 15:44:34
CASE00531,ACC004816,"Customer made 9 transfers of NAD 37503 each, consistent with structuring.",structuring,2026-09-14 15:43:47
CASE00532,ACC003058,MFA challenged 3 times within 26 minutes from new device.,account_takeover,2026-09-14 15:44:29
CASE00533,ACC002878,MFA challenged 3 times within 40 minutes from new device.,account_takeover,2026-09-14 15:42:36
CASE00534,ACC000284,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:42:34
CASE00535,ACC001955,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:43:32
CASE00536,ACC001600,Funds received from 9 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:43:29
CASE00537,ACC000655,"Multiple cash deposits just below the NAD 25,000 threshold over 2 days.",structuring,2026-09-14 15:45:00
CASE00538,ACC002933,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:42:24
CASE00539,ACC004531,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:44:14
CASE00540,ACC002123,Login from Wilcoxshire followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:45:02
CASE00541,ACC000477,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:44:16
CASE00542,ACC003238,"Multiple cash deposits just below the NAD 25,000 threshold over 9 days.",structuring,2026-09-14 15:43:22
CASE00543,ACC001670,MFA challenged 4 times within 48 minutes from new device.,account_takeover,2026-09-14 15:42:33
CASE00544,ACC000907,"Multiple cash deposits just below the NAD 25,000 threshold over 13 days.",structuring,2026-09-14 15:43:28
CASE00545,ACC003979,"Customer made 3 transfers of NAD 87115 each, consistent with structuring.",structuring,2026-09-14 15:40:43
CASE00546,ACC001907,Account linked to 6 other accounts sharing device DEV007933.,mule_network,2026-09-14 15:40:32
CASE00547,ACC000711,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:40:58
CASE00548,ACC001311,"Multiple cash deposits just below the NAD 50,000 threshold over 11 days.",structuring,2026-09-14 15:40:29
CASE00549,ACC000589,Login from Vanessaton followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:40:11
CASE00550,ACC002094,MFA challenged 3 times within 42 minutes from new device.,account_takeover,2026-09-14 15:40:14
CASE00551,ACC002979,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:42:52
CASE00552,ACC001870,Login from Hendersonside followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:42:58
CASE00553,ACC002940,Account linked to 11 other accounts sharing device DEV004720.,mule_network,2026-09-14 15:45:30
CASE00554,ACC000084,"Multiple cash deposits just below the NAD 50,000 threshold over 5 days.",structuring,2026-09-14 15:40:58
CASE00555,ACC002801,Login from Tanyatown followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:00
CASE00556,ACC000179,"Customer made 3 transfers of NAD 76687 each, consistent with structuring.",structuring,2026-09-14 15:40:18
CASE00557,ACC001663,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:40:49
CASE00558,ACC003682,Account linked to 10 other accounts sharing device DEV007352.,mule_network,2026-09-14 15:45:10
CASE00559,ACC000168,"Multiple cash deposits just below the NAD 25,000 threshold over 5 days.",structuring,2026-09-14 15:44:22
CASE00560,ACC000079,"Multiple cash deposits just below the NAD 50,000 threshold over 5 days.",structuring,2026-09-14 15:43:11
CASE00561,ACC003599,"Customer made 12 transfers of NAD 77827 each, consistent with structuring.",structuring,2026-09-14 15:40:58
CASE00562,ACC000102,"Customer made 5 transfers of NAD 16521 each, consistent with structuring.",structuring,2026-09-14 15:44:01
CASE00563,ACC000078,Funds received from 5 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:40:09
CASE00564,ACC001295,"Customer made 5 transfers of NAD 63213 each, consistent with structuring.",structuring,2026-09-14 15:42:26
CASE00565,ACC003821,MFA challenged 12 times within 55 minutes from new device.,account_takeover,2026-09-14 15:41:53
CASE00566,ACC003876,Account linked to 9 other accounts sharing device DEV002771.,mule_network,2026-09-14 15:42:55
CASE00567,ACC001084,Funds received from 10 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:42:16
CASE00568,ACC000501,"Customer made 8 transfers of NAD 46855 each, consistent with structuring.",structuring,2026-09-14 15:40:50
CASE00569,ACC002575,"Customer made 5 transfers of NAD 57024 each, consistent with structuring.",structuring,2026-09-14 15:44:42
CASE00570,ACC002909,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:44:41
CASE00571,ACC001755,Login from South Tracy followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:47
CASE00572,ACC004175,"Multiple cash deposits just below the NAD 25,000 threshold over 14 days.",structuring,2026-09-14 15:44:28
CASE00573,ACC004635,MFA challenged 10 times within 49 minutes from new device.,account_takeover,2026-09-14 15:41:57
CASE00574,ACC000711,Login from Lake Jocelynport followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:40:45
CASE00575,ACC000931,MFA challenged 5 times within 43 minutes from new device.,account_takeover,2026-09-14 15:40:53
CASE00576,ACC003580,Account linked to 6 other accounts sharing device DEV008684.,mule_network,2026-09-14 15:44:09
CASE00577,ACC002468,MFA challenged 5 times within 47 minutes from new device.,account_takeover,2026-09-14 15:44:42
CASE00578,ACC004209,Account linked to 4 other accounts sharing device DEV008582.,mule_network,2026-09-14 15:44:22
CASE00579,ACC001295,Account linked to 6 other accounts sharing device DEV008176.,mule_network,2026-09-14 15:44:26
CASE00580,ACC002646,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:46:01
CASE00581,ACC003698,"Customer made 9 transfers of NAD 48643 each, consistent with structuring.",structuring,2026-09-14 15:44:49
CASE00582,ACC003557,"Multiple cash deposits just below the NAD 50,000 threshold over 3 days.",structuring,2026-09-14 15:45:56
CASE00583,ACC002131,"Customer made 8 transfers of NAD 31959 each, consistent with structuring.",structuring,2026-09-14 15:41:04
CASE00584,ACC000199,"Customer made 10 transfers of NAD 20727 each, consistent with structuring.",structuring,2026-09-14 15:41:40
CASE00585,ACC003250,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:42:56
CASE00586,ACC004993,Account linked to 10 other accounts sharing device DEV007240.,mule_network,2026-09-14 15:40:51
CASE00587,ACC004315,"Multiple cash deposits just below the NAD 25,000 threshold over 14 days.",structuring,2026-09-14 15:45:52
CASE00588,ACC003543,Login from Lake Karenshire followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:44:43
CASE00589,ACC003862,"Multiple cash deposits just below the NAD 25,000 threshold over 8 days.",structuring,2026-09-14 15:45:54
CASE00590,ACC004628,Account linked to 5 other accounts sharing device DEV006469.,mule_network,2026-09-14 15:41:00
CASE00591,ACC000179,"Multiple cash deposits just below the NAD 25,000 threshold over 8 days.",structuring,2026-09-14 15:46:02
CASE00592,ACC000497,"Customer made 5 transfers of NAD 64426 each, consistent with structuring.",structuring,2026-09-14 15:45:02
CASE00593,ACC000023,Funds received from 4 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:43:11
CASE00594,ACC000116,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:41:36
CASE00595,ACC003698,Funds received from 12 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:44:23
CASE00596,ACC001755,"Multiple cash deposits just below the NAD 25,000 threshold over 8 days.",structuring,2026-09-14 15:41:47
CASE00597,ACC000926,Account linked to 8 other accounts sharing device DEV008257.,mule_network,2026-09-14 15:40:40
CASE00598,ACC004066,Account linked to 6 other accounts sharing device DEV004884.,mule_network,2026-09-14 15:41:10
CASE00599,ACC000131,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:41:21
CASE00600,ACC001335,Account linked to 4 other accounts sharing device DEV001765.,mule_network,2026-09-14 15:41:39
CASE00601,ACC002067,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:42:03
CASE00602,ACC003543,Account linked to 9 other accounts sharing device DEV001447.,mule_network,2026-09-14 15:40:50
CASE00603,ACC004730,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:41:02
CASE00604,ACC002475,"Multiple cash deposits just below the NAD 25,000 threshold over 14 days.",structuring,2026-09-14 15:41:16
CASE00605,ACC004818,Login from Charleston followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:44:28
CASE00606,ACC004465,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:42:23
CASE00607,ACC004628,Account linked to 5 other accounts sharing device DEV004418.,mule_network,2026-09-14 15:46:01
CASE00608,ACC000501,"Customer made 10 transfers of NAD 30490 each, consistent with structuring.",structuring,2026-09-14 15:44:13
CASE00609,ACC003580,Funds received from 2 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:44:57
CASE00610,ACC004487,Account linked to 7 other accounts sharing device DEV005151.,mule_network,2026-09-14 15:42:21
CASE00611,ACC000794,Funds received from 4 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:44:24
CASE00612,ACC004771,Funds received from 11 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:44:53
CASE00613,ACC002099,Account linked to 10 other accounts sharing device DEV004856.,mule_network,2026-09-14 15:43:52
CASE00614,ACC004966,"Customer made 8 transfers of NAD 31659 each, consistent with structuring.",structuring,2026-09-14 15:42:52
CASE00615,ACC003456,MFA challenged 4 times within 15 minutes from new device.,account_takeover,2026-09-14 15:45:31
CASE00616,ACC003753,"Multiple cash deposits just below the NAD 50,000 threshold over 8 days.",structuring,2026-09-14 15:44:34
CASE00617,ACC003773,Funds received from 11 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:42:48
CASE00618,ACC002468,MFA challenged 9 times within 24 minutes from new device.,account_takeover,2026-09-14 15:45:32
CASE00619,ACC001757,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:41:22
CASE00620,ACC002344,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:44:47
CASE00621,ACC003340,Funds received from 3 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:41:43
CASE00622,ACC004451,Login from South Joshua followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:41:52
CASE00623,ACC001670,"Multiple cash deposits just below the NAD 10,000 threshold over 10 days.",structuring,2026-09-14 15:41:28
CASE00624,ACC004983,Login from Victoriastad followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:42:09
CASE00625,ACC003385,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:46
CASE00626,ACC001335,Account linked to 12 other accounts sharing device DEV002681.,mule_network,2026-09-14 15:40:45
CASE00627,ACC002215,MFA challenged 11 times within 33 minutes from new device.,account_takeover,2026-09-14 15:41:49
CASE00628,ACC000642,"Customer made 12 transfers of NAD 77792 each, consistent with structuring.",structuring,2026-09-14 15:40:57
CASE00629,ACC003557,"Multiple cash deposits just below the NAD 10,000 threshold over 6 days.",structuring,2026-09-14 15:45:08
CASE00630,ACC002855,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:19
CASE00631,ACC004591,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:43:05
CASE00632,ACC001084,Funds received from 6 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:42:11
CASE00633,ACC001557,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:49
CASE00634,ACC000915,Funds received from 12 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:42:56
CASE00635,ACC002586,Funds received from 5 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:42:49
CASE00636,ACC000659,"Multiple cash deposits just below the NAD 10,000 threshold over 13 days.",structuring,2026-09-14 15:41:25
CASE00637,ACC003698,"Customer made 7 transfers of NAD 50701 each, consistent with structuring.",structuring,2026-09-14 15:43:16
CASE00638,ACC000084,MFA challenged 6 times within 10 minutes from new device.,account_takeover,2026-09-14 15:45:10
CASE00639,ACC003929,"Multiple cash deposits just below the NAD 10,000 threshold over 13 days.",structuring,2026-09-14 15:45:23
CASE00640,ACC002784,Account linked to 4 other accounts sharing device DEV005223.,mule_network,2026-09-14 15:42:20
CASE00641,ACC001159,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:42:54
CASE00642,ACC000248,Login from Anthonymouth followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:42:10
CASE00643,ACC000018,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:43:30
CASE00644,ACC000425,"Multiple cash deposits just below the NAD 25,000 threshold over 12 days.",structuring,2026-09-14 15:44:41
CASE00645,ACC004866,"Customer made 6 transfers of NAD 32252 each, consistent with structuring.",structuring,2026-09-14 15:45:11
CASE00646,ACC002639,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:43:14
CASE00647,ACC003821,Account linked to 2 other accounts sharing device DEV001909.,mule_network,2026-09-14 15:43:06
CASE00648,ACC002974,"Customer made 7 transfers of NAD 45553 each, consistent with structuring.",structuring,2026-09-14 15:43:56
CASE00649,ACC002846,"Customer made 12 transfers of NAD 52417 each, consistent with structuring.",structuring,2026-09-14 15:40:46
CASE00650,ACC000794,"Customer made 10 transfers of NAD 43201 each, consistent with structuring.",structuring,2026-09-14 15:43:40
CASE00651,ACC003242,MFA challenged 7 times within 59 minutes from new device.,account_takeover,2026-09-14 15:44:12
CASE00652,ACC000911,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:44:15
CASE00653,ACC002515,Login from West Rachel followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:45:55
CASE00654,ACC003343,MFA challenged 4 times within 41 minutes from new device.,account_takeover,2026-09-14 15:41:02
CASE00655,ACC000705,"Multiple cash deposits just below the NAD 10,000 threshold over 4 days.",structuring,2026-09-14 15:42:53
CASE00656,ACC000589,"Multiple cash deposits just below the NAD 25,000 threshold over 3 days.",structuring,2026-09-14 15:44:18
CASE00657,ACC002633,"Customer made 5 transfers of NAD 36170 each, consistent with structuring.",structuring,2026-09-14 15:42:30
CASE00658,ACC001073,Account linked to 11 other accounts sharing device DEV000086.,mule_network,2026-09-14 15:40:45
CASE00659,ACC000393,"Customer made 2 transfers of NAD 24403 each, consistent with structuring.",structuring,2026-09-14 15:45:19
CASE00660,ACC000240,"Customer made 6 transfers of NAD 14132 each, consistent with structuring.",structuring,2026-09-14 15:40:43
CASE00661,ACC000754,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:44:59
CASE00662,ACC001145,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:44:59
CASE00663,ACC004767,MFA challenged 9 times within 12 minutes from new device.,account_takeover,2026-09-14 15:42:49
CASE00664,ACC000838,"Customer made 11 transfers of NAD 85451 each, consistent with structuring.",structuring,2026-09-14 15:41:17
CASE00665,ACC004487,"Customer made 6 transfers of NAD 77436 each, consistent with structuring.",structuring,2026-09-14 15:42:27
CASE00666,ACC000790,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:44:31
CASE00667,ACC003752,Login from South Christopher followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:40:36
CASE00668,ACC002801,Login from Kingstad followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:41:17
CASE00669,ACC002527,Account linked to 6 other accounts sharing device DEV003053.,mule_network,2026-09-14 15:41:34
CASE00670,ACC001600,Account linked to 2 other accounts sharing device DEV004000.,mule_network,2026-09-14 15:43:03
CASE00671,ACC004749,MFA challenged 11 times within 51 minutes from new device.,account_takeover,2026-09-14 15:40:45
CASE00672,ACC004066,Funds received from 3 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:43:36
CASE00673,ACC003351,Login from Carterton followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:45:58
CASE00674,ACC002295,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:43:56
CASE00675,ACC003802,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:45:05
CASE00676,ACC004511,MFA challenged 12 times within 25 minutes from new device.,account_takeover,2026-09-14 15:42:38
CASE00677,ACC001669,"Multiple cash deposits just below the NAD 25,000 threshold over 13 days.",structuring,2026-09-14 15:40:57
CASE00678,ACC003683,"Multiple cash deposits just below the NAD 25,000 threshold over 9 days.",structuring,2026-09-14 15:43:14
CASE00679,ACC003150,"Customer made 6 transfers of NAD 10743 each, consistent with structuring.",structuring,2026-09-14 15:45:20
CASE00680,ACC000497,MFA challenged 11 times within 49 minutes from new device.,account_takeover,2026-09-14 15:41:02
CASE00681,ACC003580,"Multiple cash deposits just below the NAD 25,000 threshold over 11 days.",structuring,2026-09-14 15:40:29
CASE00682,ACC000489,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:41:52
CASE00683,ACC000926,Funds received from 8 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:42:48
CASE00684,ACC002468,Funds received from 8 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:42:08
CASE00685,ACC002099,"Multiple cash deposits just below the NAD 10,000 threshold over 8 days.",structuring,2026-09-14 15:42:49
CASE00686,ACC001057,Account linked to 11 other accounts sharing device DEV000437.,mule_network,2026-09-14 15:45:43
CASE00687,ACC001791,"Customer made 10 transfers of NAD 29108 each, consistent with structuring.",structuring,2026-09-14 15:42:56
CASE00688,ACC002852,Login from Zhangburgh followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:53
CASE00689,ACC000199,MFA challenged 12 times within 16 minutes from new device.,account_takeover,2026-09-14 15:40:36
CASE00690,ACC000157,MFA challenged 12 times within 27 minutes from new device.,account_takeover,2026-09-14 15:44:41
CASE00691,ACC004680,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:41:15
CASE00692,ACC001553,"Multiple cash deposits just below the NAD 10,000 threshold over 4 days.",structuring,2026-09-14 15:41:50
CASE00693,ACC003616,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:44:54
CASE00694,ACC000240,Funds received from 9 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:40:48
CASE00695,ACC003440,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:40:33
CASE00696,ACC003034,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:22
CASE00697,ACC004153,Account linked to 11 other accounts sharing device DEV002612.,mule_network,2026-09-14 15:43:21
CASE00698,ACC003257,Login from East Natashaburgh followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:40:49
CASE00699,ACC002451,Funds received from 4 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:42:43
CASE00700,ACC001552,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:41:46
CASE00701,ACC004842,Funds received from 5 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:40:34
CASE00702,ACC000511,Login from Maxwellchester followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:45:20
CASE00703,ACC000926,Login from Edwardsville followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:45:08
CASE00704,ACC003968,MFA challenged 5 times within 26 minutes from new device.,account_takeover,2026-09-14 15:41:43
CASE00705,ACC004635,MFA challenged 11 times within 49 minutes from new device.,account_takeover,2026-09-14 15:40:09
CASE00706,ACC001436,Login from Baileyville followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:45:45
CASE00707,ACC001501,Login from Williamsside followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:45:29
CASE00708,ACC002060,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:43:34
CASE00709,ACC004628,Login from Quinnview followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:41:14
CASE00710,ACC004905,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:42:57
CASE00711,ACC000501,"Customer made 6 transfers of NAD 87665 each, consistent with structuring.",structuring,2026-09-14 15:45:31
CASE00712,ACC001469,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:41:15
CASE00713,ACC002099,Login from Samanthafort followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:54
CASE00714,ACC001962,Funds received from 4 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:45:03
CASE00715,ACC003181,"Multiple cash deposits just below the NAD 50,000 threshold over 13 days.",structuring,2026-09-14 15:41:48
CASE00716,ACC004395,Login from West Tiffany followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:40:42
CASE00717,ACC003017,"Customer made 11 transfers of NAD 77810 each, consistent with structuring.",structuring,2026-09-14 15:40:09
CASE00718,ACC000468,Account linked to 6 other accounts sharing device DEV003642.,mule_network,2026-09-14 15:40:07
CASE00719,ACC001670,"Multiple cash deposits just below the NAD 25,000 threshold over 11 days.",structuring,2026-09-14 15:43:29
CASE00720,ACC000980,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:44:48
CASE00721,ACC000248,Account linked to 2 other accounts sharing device DEV009714.,mule_network,2026-09-14 15:42:44
CASE00722,ACC002413,Login from Lake Nancy followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:41:57
CASE00723,ACC003601,"Customer made 2 transfers of NAD 23881 each, consistent with structuring.",structuring,2026-09-14 15:41:09
CASE00724,ACC000468,MFA challenged 2 times within 49 minutes from new device.,account_takeover,2026-09-14 15:45:08
CASE00725,ACC000083,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:42:27
CASE00726,ACC003386,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:23
CASE00727,ACC000157,Funds received from 8 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:40:32
CASE00728,ACC003111,"Customer made 8 transfers of NAD 48771 each, consistent with structuring.",structuring,2026-09-14 15:46:05
CASE00729,ACC002554,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:44:47
CASE00730,ACC002819,Login from East Christinemouth followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:41:53
CASE00731,ACC002257,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:44:42
CASE00732,ACC003906,Funds received from 8 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:45:31
CASE00733,ACC002123,Funds received from 4 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:42:12
CASE00734,ACC000708,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:40:17
CASE00735,ACC003800,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:44:28
CASE00736,ACC004097,Login from East Nicoleshire followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:42:42
CASE00737,ACC001755,Account linked to 8 other accounts sharing device DEV003052.,mule_network,2026-09-14 15:42:26
CASE00738,ACC004487,"Multiple cash deposits just below the NAD 25,000 threshold over 9 days.",structuring,2026-09-14 15:43:47
CASE00739,ACC003530,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:51
CASE00740,ACC001073,"Customer made 4 transfers of NAD 51879 each, consistent with structuring.",structuring,2026-09-14 15:42:14
CASE00741,ACC003968,Funds received from 8 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:44:28
CASE00742,ACC001416,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:45:44
CASE00743,ACC000079,"Customer made 11 transfers of NAD 7454 each, consistent with structuring.",structuring,2026-09-14 15:42:33
CASE00744,ACC000865,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:41:44
CASE00745,ACC000486,MFA challenged 12 times within 18 minutes from new device.,account_takeover,2026-09-14 15:40:12
CASE00746,ACC002586,"Multiple cash deposits just below the NAD 25,000 threshold over 3 days.",structuring,2026-09-14 15:41:27
CASE00747,ACC002932,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:41:14
CASE00748,ACC000029,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:42:23
CASE00749,ACC004966,Account linked to 7 other accounts sharing device DEV001758.,mule_network,2026-09-14 15:43:31
CASE00750,ACC001962,"Multiple cash deposits just below the NAD 10,000 threshold over 13 days.",structuring,2026-09-14 15:44:18
CASE00751,ACC004743,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:41:30
CASE00752,ACC004498,MFA challenged 2 times within 13 minutes from new device.,account_takeover,2026-09-14 15:43:28
CASE00753,ACC001744,"Multiple cash deposits just below the NAD 50,000 threshold over 5 days.",structuring,2026-09-14 15:45:44
CASE00754,ACC000029,MFA challenged 11 times within 6 minutes from new device.,account_takeover,2026-09-14 15:46:05
CASE00755,ACC003161,Funds received from 5 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:45:35
CASE00756,ACC003107,"Customer made 8 transfers of NAD 68922 each, consistent with structuring.",structuring,2026-09-14 15:44:48
CASE00757,ACC004183,MFA challenged 5 times within 34 minutes from new device.,account_takeover,2026-09-14 15:43:14
CASE00758,ACC003916,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:40:09
CASE00759,ACC000969,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:41:52
CASE00760,ACC002220,Login from West Sherriville followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:45:04
CASE00761,ACC002795,"Multiple cash deposits just below the NAD 50,000 threshold over 6 days.",structuring,2026-09-14 15:44:09
CASE00762,ACC001907,MFA challenged 5 times within 32 minutes from new device.,account_takeover,2026-09-14 15:41:53
CASE00763,ACC003543,"Customer made 11 transfers of NAD 86447 each, consistent with structuring.",structuring,2026-09-14 15:41:02
CASE00764,ACC000060,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:46:00
CASE00765,ACC000533,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:46:03
CASE00766,ACC003698,Funds received from 11 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:41:27
CASE00767,ACC003107,MFA challenged 4 times within 41 minutes from new device.,account_takeover,2026-09-14 15:41:38
CASE00768,ACC001992,"Multiple cash deposits just below the NAD 25,000 threshold over 9 days.",structuring,2026-09-14 15:44:17
CASE00769,ACC004402,"Multiple cash deposits just below the NAD 50,000 threshold over 11 days.",structuring,2026-09-14 15:42:47
CASE00770,ACC002215,Account linked to 4 other accounts sharing device DEV004601.,mule_network,2026-09-14 15:43:26
CASE00771,ACC000520,MFA challenged 6 times within 13 minutes from new device.,account_takeover,2026-09-14 15:41:56
CASE00772,ACC004628,Account linked to 10 other accounts sharing device DEV007989.,mule_network,2026-09-14 15:42:28
CASE00773,ACC003899,"Multiple cash deposits just below the NAD 10,000 threshold over 14 days.",structuring,2026-09-14 15:44:37
CASE00774,ACC000742,Funds received from 8 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:43:46
CASE00775,ACC004487,Funds received from 8 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:45:35
